site_code,TIME,TEMP,PSAL,Press_ATM,xCO2EQ_PPM,xCO2ATM_PPM,fCO2SW_UATM,DfCO2,DOX1,TIME_quality_control,TEMP_quality_control,PSAL_quality_control,Press_ATM_quality_control,xCO2EQ_PPM_quality_control,xCO2ATM_PPM_quality_control,fCO2SW_UATM_quality_control,DfCO2_quality_control,DOX1_quality_control
GBRWIS,2017-01-01T00:00:00Z,27.1417,35.8094,100.69,465.856,399.0772,445.3355,63.8517,192.5354,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T02:00:00Z,27.065,35.8101,100.6086,473.7907,399.3632,452.6151,71.1016,194.7734,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T04:00:00Z,27.1296,35.7625,100.5272,460.9584,399.6253,439.9285,58.54,211.2335,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T06:00:00Z,28.1096,35.806,100.4617,392.8568,399.4844,373.8921,-6.303,250.4592,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T08:00:00Z,27.3443,35.779,100.5248,438.1659,399.5183,417.9765,36.8533,218.2056,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T10:00:00Z,27.2133,35.784,100.6034,450.5309,399.7459,430.2381,48.4764,206.3059,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T12:00:00Z,27.1651,35.7815,100.6793,437.0677,400.225,417.7489,35.1978,206.3044,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T14:00:00Z,27.0092,35.7883,100.6107,455.1488,400.4163,434.866,52.2679,199.9888,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T16:00:00Z,26.9873,35.781,100.5336,466.7057,399.5726,445.5752,64.0978,196.3614,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T18:00:00Z,26.9616,35.7334,100.5297,470.3523,399.6422,449.062,67.5402,189.3013,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T20:00:00Z,26.9343,35.7668,100.6207,474.2255,399.6454,453.2092,71.3176,185.2816,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-01T22:00:00Z,26.9417,35.792,100.6569,472.667,399.5833,451.881,69.9187,193.6864,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T00:00:00Z,26.9021,35.8077,100.6403,451.7071,400.2283,431.805,49.2212,198.6906,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T02:00:00Z,27.1054,35.7711,100.57,482.2256,399.4252,460.4511,79.0887,196.6245,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T04:00:00Z,27.3613,35.774,100.4921,429.4315,398.885,409.4918,29.1487,215.7495,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T06:00:00Z,27.9903,35.5568,100.4617,465.4711,400.1719,443.1149,62.2049,230.3021,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T08:00:00Z,27.6316,35.7508,100.5797,420.4789,399.4224,401.0843,20.1034,227.8499,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T10:00:00Z,27.0858,35.756,100.6166,447.8595,399.8133,427.8587,45.9166,206.072,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T12:00:00Z,27.0681,35.7825,100.6453,442.7465,400.4749,423.115,40.3872,206.2281,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T14:00:00Z,27.0294,35.7853,100.5993,449.1328,400.9504,429.0499,46.1064,201.8321,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T16:00:00Z,27.028,35.7748,100.53,471.3772,401.245,449.9803,66.9677,194.7257,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T18:00:00Z,26.8383,35.7151,100.5317,569.8269,399.6609,544.1838,162.5175,162.4047,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T20:00:00Z,26.9485,35.7359,100.6771,484.2448,399.4873,463.0385,81.0986,189.4641,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-02T22:00:00Z,26.9389,35.7776,100.7179,472.9785,398.9635,452.4645,70.8234,193.0987,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T00:00:00Z,26.98,35.7977,100.7871,454.5485,399.0715,435.1053,53.1884,199.4174,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T02:00:00Z,26.9482,35.8172,100.6845,444.6046,397.7708,425.1675,44.8137,204.2676,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T04:00:00Z,27.0237,35.7904,100.6152,469.7198,399.5129,448.7948,67.1009,206.9763,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T06:00:00Z,27.177,35.7968,100.6079,430.9584,398.6362,411.5977,30.9027,218.4506,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T08:00:00Z,27.0165,35.7943,100.764,443.1297,398.8881,424.0423,42.3797,208.1514,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T10:00:00Z,26.9618,35.8039,100.8741,445.3011,399.876,426.6498,43.5834,204.8614,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T12:00:00Z,26.8527,35.8189,100.91,446.0334,399.3737,427.6047,44.6976,202.8662,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T14:00:00Z,26.7668,35.8301,100.8395,444.7703,399.4446,426.1613,43.3983,201.7531,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T16:00:00Z,26.7264,35.8319,100.7459,449.2559,398.9573,430.0822,48.1204,200.0011,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T18:00:00Z,26.6239,35.8344,100.8012,459.0049,399.0632,439.7562,57.4487,193.2061,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T20:00:00Z,26.6291,35.8195,100.9547,451.2662,400.0379,433.0166,49.1456,199.5399,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-03T22:00:00Z,26.6044,35.8111,101.0159,447.4642,399.2769,429.6584,46.2652,201.5833,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T00:00:00Z,26.5485,35.7717,100.9936,446.0792,398.712,428.2793,45.4531,201.6188,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T02:00:00Z,26.6075,35.7757,100.9597,428.6657,399.1559,411.3687,28.3651,214.0756,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T04:00:00Z,26.6418,35.7947,100.9005,426.2791,399.3997,408.8029,25.8246,217.6452,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T06:00:00Z,26.8403,35.8269,100.8664,436.0311,399.5031,417.8398,35.0645,223.8749,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T08:00:00Z,26.8026,35.7877,100.9714,411.6841,398.3516,394.9628,12.8044,221.418,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T10:00:00Z,26.7656,35.8092,101.0738,427.925,397.9769,411.0052,28.7638,209.568,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T12:00:00Z,26.6352,35.7695,101.0864,422.9649,398.618,406.4009,23.4375,211.4449,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T14:00:00Z,26.5716,35.7617,101.0072,433.3869,399.2209,416.1318,32.8806,206.4905,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T16:00:00Z,26.4377,35.7512,100.8309,442.7368,399.127,424.458,41.7931,201.0754,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T18:00:00Z,26.3652,35.7566,100.791,437.5998,398.0262,419.4233,37.9393,200.1684,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T20:00:00Z,26.5164,35.7875,100.9512,445.4257,398.672,427.4944,44.877,202.3281,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-04T22:00:00Z,26.595,35.81,101.0755,441.8822,398.8032,424.5651,41.3901,202.3695,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T00:00:00Z,26.6278,35.8159,101.0305,441.8802,398.6193,424.3401,41.556,202.8606,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T02:00:00Z,26.574,35.8028,100.94,443.0418,398.1892,425.1084,43.0422,203.9341,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T04:00:00Z,26.553,35.7964,100.8215,436.0437,398.8369,417.9047,35.6485,204.9043,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T06:00:00Z,26.2968,35.7688,100.7814,432.4686,398.6224,414.5211,32.4033,213.0359,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T08:00:00Z,26.3839,35.7843,100.9029,410.0938,398.7537,393.4954,10.8412,219.3119,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T10:00:00Z,26.4985,35.8096,100.9645,427.0888,398.1591,409.9663,27.7798,209.3274,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T12:00:00Z,26.5158,35.8198,100.9634,437.4491,398.537,419.8922,37.3394,204.1698,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T14:00:00Z,26.4901,35.8176,100.8822,445.695,398.5275,427.4742,45.2623,202.2206,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T16:00:00Z,26.4569,35.812,100.7855,441.4266,398.797,422.9898,40.8514,200.8678,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T18:00:00Z,26.4021,35.8057,100.6914,443.6896,399.6955,424.7954,42.1281,198.8314,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T20:00:00Z,26.4555,35.8322,100.8159,446.4204,398.2435,427.9093,46.2114,196.772,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-05T22:00:00Z,26.6006,35.8846,100.9028,458.9157,397.6579,440.1491,58.7172,198.8442,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T00:00:00Z,26.6168,35.9029,100.9024,456.3864,397.9005,437.7075,56.0629,200.3603,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T02:00:00Z,26.6191,35.8969,100.851,459.6309,398.8227,440.5854,58.2977,202.3438,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T04:00:00Z,26.6215,35.9277,100.7736,451.0506,399.2621,432.0163,49.596,202.4342,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T06:00:00Z,26.5208,35.8506,100.7365,428.1411,398.0592,410.0011,28.8495,212.0669,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T08:00:00Z,26.3403,35.7744,100.8738,425.9776,397.9919,408.6501,26.8122,209.1763,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T10:00:00Z,26.3626,35.7689,100.9105,419.2173,397.9551,402.2978,20.3648,206.4007,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T12:00:00Z,26.472,35.8736,100.9626,440.7217,398.6775,423.0675,40.3516,201.4162,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T14:00:00Z,26.4966,35.8958,100.8645,445.9694,399.031,427.6548,45.0233,203.4044,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T16:00:00Z,26.4422,35.9083,100.7122,452.391,398.6693,433.1848,51.4464,200.1481,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T18:00:00Z,26.4184,35.9096,100.706,451.8064,398.755,432.6182,50.8018,198.3512,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T20:00:00Z,26.3531,35.9115,100.8193,458.2519,398.2931,439.3566,57.4839,195.8931,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-06T22:00:00Z,26.3219,35.9143,100.8983,459.7594,399,441.1855,58.3387,197.0428,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T00:00:00Z,26.4246,35.8977,100.9271,446.7816,399.0145,428.77,45.8695,202.1466,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T02:00:00Z,26.4294,35.8859,100.8578,442.7728,399.4033,424.6176,41.6221,204.9296,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T04:00:00Z,26.4343,35.898,100.7221,450.7479,398.6595,431.6616,49.8784,206.0841,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T06:00:00Z,26.4421,35.9029,100.7059,438.7057,399.1473,420.053,37.9037,205.7305,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T08:00:00Z,26.4063,35.9375,100.7886,384.0468,399.2564,368.0567,-14.6182,217.3088,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T10:00:00Z,26.33,35.8923,100.9062,421.7303,398.7159,404.719,22.0613,212.1898,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T12:00:00Z,26.3167,35.859,100.9424,434.9151,399.3789,417.5372,34.0815,205.1184,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T14:00:00Z,26.3112,35.8231,100.8776,432.879,398.2893,415.3115,33.2052,204.2158,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T16:00:00Z,26.2816,35.8279,100.8231,433.5057,398.5457,415.7057,33.4906,203.4837,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T18:00:00Z,26.2763,35.8349,100.7731,438.0979,398.3066,419.899,38.1666,202.1454,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T20:00:00Z,26.2482,35.8437,100.8712,436.2155,398.1118,418.5379,36.575,200.6227,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-07T22:00:00Z,26.2091,35.8282,101.0186,440.6033,397.4064,423.4177,41.4998,197.4276,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T00:00:00Z,26.2156,35.8056,101.0553,445.3004,398.5482,428.0862,44.9126,200.7058,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T02:00:00Z,26.5836,35.8456,101.0231,404.5082,397.946,388.4571,6.3489,214.9844,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T04:00:00Z,26.4565,35.8116,100.8972,427.9685,397.9733,410.5632,28.7822,206.601,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T06:00:00Z,26.4781,35.8131,100.8743,430.787,398.3724,413.1522,31.0987,207.7917,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T08:00:00Z,26.466,35.8131,100.974,423.5677,398.4903,406.6523,24.1236,208.1651,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T10:00:00Z,26.4199,35.8157,101.0764,425.3727,399.2662,408.8504,25.0953,204.8967,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T12:00:00Z,26.4213,35.8245,101.1471,416.919,399.0673,401.0131,17.1632,206.8572,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T14:00:00Z,26.3632,35.8122,101.0547,429.2972,397.9935,412.5777,30.0927,204.4666,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T16:00:00Z,26.3419,35.8114,100.9465,434.6682,399.0179,417.2964,34.1945,203.9274,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T18:00:00Z,26.3202,35.8113,100.9102,442.283,397.8984,424.4674,42.5684,202.4702,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T20:00:00Z,26.3121,35.8087,101.0034,428.7084,398.2041,411.8385,29.2909,202.4323,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-08T22:00:00Z,26.3414,35.8142,101.1121,436.7354,397.6437,419.9905,37.5846,202.1584,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T00:00:00Z,26.3775,35.8086,101.1781,454.2487,396.9644,437.095,55.1699,202.3977,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T02:00:00Z,26.9932,35.8323,101.0697,432.9307,397.02,415.6011,34.4803,223.4327,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T04:00:00Z,26.608,35.8129,100.9914,428.5984,398.0665,411.4374,29.2877,212.2854,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T06:00:00Z,26.4588,35.8173,100.9755,438.4323,399.2529,420.9361,37.6642,206.4356,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T08:00:00Z,26.5529,35.8166,101.0652,406.3336,398.9111,390.4018,7.179,216.446,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T10:00:00Z,26.8185,35.8307,101.1547,427.6926,398.9292,411.0769,27.6707,204.9362,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T12:00:00Z,27.0237,35.8292,101.2229,427.3751,398.6399,410.8846,27.6894,196.461,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T14:00:00Z,26.8235,35.8142,101.1824,431.1625,398.9594,414.5251,30.9551,190.2799,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T16:00:00Z,26.4739,35.8082,101.1359,440.3449,399.1218,423.452,39.6803,200.7312,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T18:00:00Z,26.42,35.8173,101.1255,454.8548,398.3045,437.4065,54.3883,197.785,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T20:00:00Z,26.438,35.8253,101.2174,431.9996,398.6387,415.8025,32.0918,200.1714,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-09T22:00:00Z,26.4735,35.8244,101.3217,445.0664,399.2104,428.8043,44.2401,195.7262,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T00:00:00Z,26.5677,35.8015,101.3433,460.153,397.5216,443.3527,60.3622,197.8628,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T02:00:00Z,27.0992,35.7985,101.3079,427.5531,397.3321,411.3477,29.1024,219.1577,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T04:00:00Z,26.9675,35.8101,101.1981,430.4403,397.9644,413.7746,31.2204,221.0314,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T06:00:00Z,26.6324,35.796,101.1045,426.6346,398.8382,410.0051,26.6842,209.8295,2,2,2,2,3,3,3,3,2
GBRWIS,2017-01-10T08:00:00Z,26.6601,35.8271,101.1488,433.1732,399.2134,416.454,32.6393,207.6772,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T10:00:00Z,26.552,35.822,101.2609,431.6892,398.4131,415.5925,32.0402,205.2928,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T12:00:00Z,26.6714,35.8159,101.3103,443.9058,398.7022,427.4659,43.5246,201.7612,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T14:00:00Z,26.9603,35.8204,101.26,408.0036,398.9371,392.4602,8.7666,199.6319,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T16:00:00Z,26.5888,35.7907,101.1993,428.0318,398.5409,411.7823,28.41,204.1673,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T18:00:00Z,26.6281,35.8294,101.139,442.4809,398.2562,425.3875,42.56,198.6494,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T20:00:00Z,26.5938,35.8322,101.2166,435.5997,398.5851,419.1326,35.6536,198.7043,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-10T22:00:00Z,26.6528,35.8375,101.2907,447.5821,398.3944,430.9362,47.4099,194.706,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T00:00:00Z,26.6842,35.7957,101.3503,446.775,398.1116,430.3928,46.8942,201.9,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T02:00:00Z,26.9281,35.7835,101.24,434.4569,398.3552,417.8479,34.7249,213.0065,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T04:00:00Z,27.3931,35.8435,101.1138,421.8717,398.4631,404.8293,22.3862,242.2853,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T06:00:00Z,27.2883,35.8077,101.0093,428.636,398.8925,410.9715,28.4598,210.2067,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T08:00:00Z,26.7045,35.8045,101.0452,432.744,399.9514,415.5639,31.4018,208.9096,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T10:00:00Z,26.666,35.81,101.1555,441.7589,399.2005,424.7323,40.8213,203.773,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T12:00:00Z,26.7463,35.8118,101.2,438.5643,399.8493,421.7833,37.1686,205.018,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T14:00:00Z,26.6956,35.7742,101.18,445.0134,399.6465,427.9422,43.6648,193.1634,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T16:00:00Z,26.6069,35.7648,101.0403,431.5881,400.2022,414.5153,30.1643,202.9699,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T18:00:00Z,26.6881,35.7808,100.959,440.362,398.8714,422.521,39.8076,199.1289,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T20:00:00Z,26.7296,35.8096,101.04,453.901,399.0074,435.8356,52.7372,196.6902,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-11T22:00:00Z,26.7633,35.818,101.1162,447.707,398.9412,430.1934,46.8865,198.3621,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T00:00:00Z,26.7381,35.8036,101.16,451.7013,398.9949,434.2476,50.6995,192.568,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T02:00:00Z,26.8614,35.738,101.1014,463.0069,397.9438,444.7374,62.4633,209.7353,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T04:00:00Z,27.6321,35.7869,101.0228,379.7468,398.5274,363.8816,-18.0276,241.0254,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T06:00:00Z,27.0285,35.7616,100.9657,425.1562,399.1265,407.6739,24.8834,217.8206,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T08:00:00Z,26.8013,35.766,101.0112,431.3536,399.1863,414.0028,30.8773,210.0568,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T10:00:00Z,26.7826,35.7837,101.01,436.4628,400.2106,418.9175,34.7362,203.006,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T12:00:00Z,26.8002,35.7846,101.08,443.6833,401.1905,426.137,40.7381,201.8232,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T14:00:00Z,26.7679,35.7603,101.0569,449.7594,400.4505,431.8992,47.3739,195.3896,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T16:00:00Z,26.752,35.747,101,437.2755,400.6676,419.6805,35.1469,199.275,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T18:00:00Z,26.724,35.753,100.9993,455.4905,400.9543,437.1845,52.3265,200.6797,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T20:00:00Z,26.7784,35.7787,101.1352,454.1648,401.1497,436.4692,51,195.0307,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-12T22:00:00Z,26.8136,35.7949,101.19,451.9415,400.7616,434.5445,49.2792,196.336,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T00:00:00Z,26.8058,35.775,101.1652,457.9823,400.3839,440.248,55.3513,192.6332,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T02:00:00Z,26.9829,35.7493,101.1236,451.463,400.4898,433.6391,48.9363,208.9378,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T04:00:00Z,27.4651,35.7156,101.07,425.0297,400.6851,407.614,23.3363,222.1828,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T06:00:00Z,27.414,35.7507,100.97,423.7758,399.9867,406.04,22.7652,223.7235,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T08:00:00Z,26.8372,35.7384,100.9285,433.6357,400.0026,415.8103,32.2378,210.0065,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T10:00:00Z,26.8005,35.7512,100.9379,436.6805,400.4048,418.8021,34.7489,204.9359,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T12:00:00Z,26.8318,35.7748,101.0884,452.7575,400.1987,434.8617,50.403,202.6126,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T14:00:00Z,26.8624,35.7575,101.0203,444.6049,402.2769,426.7075,40.6248,201.9146,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T16:00:00Z,26.7957,35.739,100.87,458.7995,400.3154,439.714,56.0474,186.7507,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T18:00:00Z,26.7605,35.7357,100.9112,450.0585,399.9886,431.5496,47.9996,189.703,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T20:00:00Z,26.8235,35.7636,101.0343,461.9338,400.3521,443.4374,59.125,188.1325,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-13T22:00:00Z,26.8489,35.7738,101.03,448.9887,400.5459,430.9693,46.5686,198.7328,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T00:00:00Z,26.9481,35.7707,101,453.737,399.9738,435.3046,51.5881,199.607,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T02:00:00Z,27.0208,35.7454,100.9136,453.653,399.8935,434.774,51.4657,204.1575,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T04:00:00Z,27.9876,35.7203,100.79,406.7847,400.1874,388.561,6.305,238.8733,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T06:00:00Z,27.5228,35.7091,100.6676,398.0118,400.4807,380.0851,-2.4033,225.7433,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T08:00:00Z,27.0523,35.7183,100.6091,431.2047,400.1125,411.9449,29.6272,213.6217,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T10:00:00Z,26.8516,35.7285,100.7534,438.1391,400.7424,419.364,35.7758,206.4949,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T12:00:00Z,26.8798,35.7469,100.8009,440.0078,401.5341,421.3329,36.8404,204.4935,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T14:00:00Z,26.9532,35.7495,100.804,451.7787,400.5673,432.5524,49.0608,203.0837,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T16:00:00Z,26.8006,35.7076,100.7191,455.2205,400.8895,435.6056,52.044,196.4046,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T18:00:00Z,26.7761,35.7004,100.7524,442.1047,400.1939,423.2205,40.1636,199.7741,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T20:00:00Z,26.8132,35.7141,100.8424,444.7572,401.1388,426.12,41.8041,197.4701,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-14T22:00:00Z,26.8935,35.7319,100.9279,453.1263,400.3478,434.447,50.6331,199.8925,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-15T00:00:00Z,27.0319,35.7646,100.8921,447.8235,400.0911,429.0827,45.7751,199.9959,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-15T02:00:00Z,27.0102,35.7356,100.8609,455.7714,400.3614,436.5779,53.074,200.9577,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-15T04:00:00Z,27.1823,35.7212,100.7574,460.0479,400.4095,440.0493,56.9961,213.5171,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-15T06:00:00Z,27.9342,35.7381,100.7141,393.899,400.0947,376.0035,-5.9162,240.4228,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-15T08:00:00Z,27.1839,35.7271,100.906,432.4259,400.9535,414.2572,30.0871,217.2948,2,2,2,2,2,2,2,2,2
GBRWIS,2017-01-15T10:00:00Z,26.9778,35.7281,100.99,445.9091,400.1912,427.7244,43.7921,208.5181,2,2,2,2,2,2,2,2,2
